budget,director,distributor,domestic_BO,foreign_BO,genre,rating,runtime,week_10_avg,week_10_change,week_10_rank,week_11_avg,week_11_change,week_11_rank,week_12_avg,week_12_change,week_12_rank,week_13_avg,week_13_change,week_13_rank,week_14_avg,week_14_change,week_14_rank,week_15_avg,week_15_change,week_15_rank,week_1_avg,week_1_gross,week_1_rank,week_2_avg,week_2_change,week_2_rank,week_3_avg,week_3_change,week_3_rank,week_4_avg,week_4_change,week_4_rank,week_5_avg,week_5_change,week_5_rank,week_6_avg,week_6_change,week_6_rank,week_7_avg,week_7_change,week_7_rank,week_8_avg,week_8_change,week_8_rank,week_9_avg,week_9_change,week_9_rank,writers,Title
,,Radius-TWC,4563650.0,82195262.0,Sci-Fi Action,R,126,1771.0,-0.132,62.0,1179.0,-0.239,69.0,1180.0,-0.166,70.0,774.0,-0.442,79.0,607.0,-0.539,88.0,398.0,-0.278,85.0,2654.0,501519.0,25,5994.0,1.99,16.0,2813.0,-0.332,17.0,3318.0,-0.301,24.0,2199.0,-0.532,34.0,1843.0,-0.437,37.0,1681.0,-0.353,46.0,1689.0,-0.406,45.0,1531.0,-0.396,54.0,,Snowpiercer
40000000.0,,New Line,54870175.0,32969867.0,Action Horror,PG-13,93,,,,,,,,,,,,,,,,,,,10756.0,27277325.0,2,4960.0,-0.527,3.0,2870.0,-0.449,6.0,,,,,,,,,,,,,,,,,,,,Spawn
,[u'Frank Miller'],Lionsgate,19806188.0,19225149.0,Action Fantasy,PG-13,108,,,,,,,,,,,,,,,,,,,4241.0,10641617.0,9,1756.0,-0.586,12.0,738.0,-0.818,23.0,688.0,-0.856,39.0,,,,,,,,,,,,,,,,[u'Frank Miller'],The Spirit
2500000.0,[u'James Gunn'],IFC,327716.0,,Comedy,R,90,,,,,,,,,,,,,,,,,,,5740.0,63145.0,48,2939.0,-0.302,50.0,2223.0,0.261,45.0,1851.0,0.266,47.0,1320.0,-0.268,57.0,864.0,-0.497,64.0,541.0,-0.687,79.0,500.0,-0.321,89.0,,,,[u'James Gunn'],Super
,[u'Ivan Reitman'],Fox,22530295.0,38454311.0,Fantasy Comedy,PG-13,95,737.0,-0.375,60.0,592.0,-0.552,73.0,635.0,-0.432,83.0,,,,,,,,,,4683.0,12654353.0,7,2392.0,-0.489,10.0,1739.0,-0.706,20.0,1509.0,-0.697,27.0,1233.0,-0.525,34.0,1103.0,-0.258,37.0,1204.0,-0.051,44.0,1021.0,-0.396,46.0,856.0,-0.382,53.0,[u'Don Payne'],My Super Ex-Girlfriend
,[u'Craig Mazin'],MGM (Weinstein),25881068.0,45356283.0,Comedy,PG-13,85,798.0,-0.071,25.0,787.0,-0.435,37.0,752.0,-0.373,48.0,864.0,-0.338,55.0,732.0,-0.377,68.0,817.0,-0.196,70.0,3879.0,11481741.0,3,2228.0,-0.425,6.0,1547.0,-0.408,9.0,1089.0,-0.476,12.0,922.0,-0.503,16.0,533.0,-0.758,26.0,647.0,-0.656,46.0,530.0,-0.663,63.0,882.0,3.72,27.0,[u'Craig Mazin'],Superhero Movie
80000000.0,[u'Jonathan Mostow'],Buena Vista,38577772.0,83867000.0,Sci-Fi Action,PG-13,89,850.0,1.33,35.0,,,,,,,,,,,,,,,,6453.0,19043080.0,2,3190.0,-0.506,4.0,1990.0,-0.368,6.0,1106.0,-0.568,9.0,971.0,-0.699,18.0,1043.0,-0.519,21.0,1057.0,-0.506,28.0,721.0,-0.604,43.0,1198.0,-0.21,51.0,,Surrogates
25000000.0,,MGM,4064495.0,,Sci-Fi Comedy,R,103,,,,,,,,,,,,,,,,,,,2002.0,2684430.0,10,722.0,-0.633,14.0,,,,,,,,,,,,,,,,,,,,,,,Tank Girl 
13500000.0,,New Line,135265915.0,66700000.0,Family Adventure,PG,93,1452.0,-0.356,7.0,1338.0,-0.177,7.0,1239.0,-0.32,9.0,1323.0,-0.142,11.0,,,,,,,16033.0,32162745.0,1,11983.0,-0.171,1.0,8593.0,-0.234,1.0,4987.0,-0.42,1.0,3505.0,-0.297,2.0,2775.0,-0.224,2.0,2133.0,-0.252,2.0,2131.0,-0.107,4.0,2035.0,-0.071,6.0,,Teenage Mutant Ninja Turtles
,[u'Peter Hyams'],Universal,44853581.0,56793000.0,Sci-Fi Action,R,99,,,,,,,,,,,,,,,,,,,7035.0,15673750.0,1,4658.0,-0.337,1.0,3039.0,-0.335,3.0,1928.0,-0.379,6.0,1566.0,-0.459,12.0,1388.0,-0.395,14.0,,,,,,,,,,,Timecop
,[u'Steven Spielberg'],Paramount,77591831.0,296402120.0,Animation,PG,101,1302.0,-0.434,27.0,1223.0,-0.258,30.0,1569.0,-0.087,33.0,879.0,-0.55,47.0,,,,,,,9080.0,28030964.0,5,6233.0,-0.314,7.0,2803.0,-0.562,8.0,3086.0,-0.241,12.0,2106.0,-0.559,18.0,2407.0,-0.401,21.0,1887.0,-0.457,24.0,1828.0,-0.488,31.0,2064.0,0.331,25.0,"[u'Joe Cornish', u'Steven Moffat', u'Edgar Wright']",The Adventures of Tintin
125000000.0,[u'Jonathan Liebesman'],Paramount,191204754.0,302128830.0,Action / Adventure,PG-13,101,1174.0,-0.5,21.0,1821.0,0.345,19.0,1545.0,-0.316,19.0,1520.0,-0.131,23.0,1574.0,-0.078,24.0,1096.0,-0.389,27.0,23210.0,89242236.0,1,9942.0,-0.557,1.0,5654.0,-0.448,2.0,4937.0,-0.199,2.0,2473.0,-0.537,2.0,2072.0,-0.243,4.0,1433.0,-0.451,8.0,1149.0,-0.459,10.0,1207.0,-0.447,15.0,"[u'Josh Appelbaum', u'Evan Daugherty', u'Andre Nemec']",Teenage Mutant Ninja Turtles (2014)
135000000.0,[u'Dave Green'],Paramount,82051601.0,163572247.0,Action / Adventure,PG-13,112,1485.0,-0.397,30.0,1264.0,-0.293,39.0,973.0,-0.441,46.0,759.0,-0.33,53.0,996.0,-0.048,56.0,,,,11358.0,46239783.0,1,5033.0,-0.557,4.0,2588.0,-0.61,6.0,2070.0,-0.495,8.0,1859.0,-0.668,15.0,1714.0,-0.624,21.0,2084.0,-0.232,26.0,1619.0,-0.521,30.0,2043.0,0.882,26.0,,Teenage Mutant Ninja Turtles: Out of the Shadow
21000000.0,,New Line,42273609.0,,Family Adventure,PG,95,,,,,,,,,,,,,,,,,,,7392.0,15427550.0,1,4227.0,-0.428,1.0,3084.0,-0.27,4.0,2173.0,-0.295,5.0,1189.0,-0.465,8.0,831.0,-0.477,13.0,,,,,,,,,,,Teenage Mutant Ninja Turtles III
34000000.0,[u'Kevin Munroe'],Warner Bros.,54149098.0,41459897.0,Animation,PG,90,770.0,-0.17,35.0,615.0,-0.445,37.0,612.0,-0.33,46.0,715.0,-0.217,50.0,,,,,,,9411.0,29268284.0,1,4011.0,-0.572,4.0,2411.0,-0.458,9.0,1513.0,-0.586,15.0,1060.0,-0.575,20.0,839.0,-0.5,22.0,554.0,-0.756,35.0,668.0,0.859,28.0,658.0,-0.244,32.0,[u'Kevin Munroe'],TMNT
25000000.0,,New Line,78656813.0,,Family Adventure,PG,88,,,,,,,,,,,,,,,,,,,9320.0,26728908.0,1,6807.0,-0.27,1.0,3322.0,-0.52,1.0,2617.0,-0.223,2.0,2041.0,-0.278,3.0,1265.0,-0.457,7.0,1060.0,-0.313,10.0,,,,,,,,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
75000000.0,,Universal,14036005.0,16616000.0,Sci-Fi Horror,R,100,,,,,,,,,,,,,,,,,,,3470.0,7002460.0,9,1905.0,-0.452,11.0,1059.0,-0.487,15.0,761.0,-0.68,27.0,570.0,-0.8,41.0,761.0,0.485,37.0,563.0,-0.465,47.0,679.0,0.051,49.0,,,,,Virus
75000000.0,[u'Timur Bekmambetov'],Universal,134508551.0,206924701.0,Action / Adventure,R,108,1230.0,-0.259,36.0,890.0,-0.3,40.0,790.0,-0.28,40.0,,,,,,,,,,22090.0,70136325.0,2,9520.0,-0.568,3.0,5635.0,-0.413,5.0,3140.0,-0.571,8.0,2395.0,-0.451,10.0,2980.0,-0.573,14.0,2122.0,-0.395,17.0,1535.0,-0.479,22.0,1355.0,-0.452,32.0,[u'Chris Morgan'],Wanted
35000000.0,[u'Dominic Sena'],Warner Bros.,10275638.0,7565229.0,Thriller,R,106,435.0,,39.0,221.0,-0.709,56.0,,,,,,,,,,,,,2340.0,6422590.0,6,1086.0,-0.536,11.0,562.0,-0.801,22.0,513.0,-0.826,48.0,399.0,-0.42,55.0,456.0,-0.687,69.0,585.0,-0.531,88.0,411.0,-0.625,100.0,238.0,-0.493,113.0,"[u'Carey Hayes', u'Chad Hayes', u'Erich Hoeber', u'Jon Hoeber']",Whiteout
30000000.0,,Fox,20982478.0,47386956.0,Sci-Fi Thriller,PG-13,104,371.0,-0.519,81.0,336.0,-0.698,104.0,,,,,,,,,,,,,4281.0,13635495.0,5,2336.0,-0.646,11.0,2136.0,-0.628,13.0,1292.0,-0.811,30.0,977.0,-0.53,41.0,1155.0,-0.318,44.0,651.0,-0.532,52.0,487.0,-0.377,61.0,509.0,-0.196,68.0,,The X-Files: I Want to Believe
,[u'Peter Hewitt'],Sony (Revolution),11989328.0,516860.0,Family Adventure,PG,83,,,,,,,,,,,,,,,,,,,2642.0,6607544.0,9,1416.0,-0.464,12.0,1050.0,-0.743,22.0,1208.0,-0.598,33.0,657.0,-0.612,43.0,,,,,,,,,,,,,[u'Adam Rifkin'],Zoom
75000000.0,[u'Martin Campbell'],Sony / Columbia,46464023.0,95936042.0,Period Adventure,PG,126,,,,,,,,,,,,,,,,,,,5764.0,20287644.0,2,3580.0,-0.379,4.0,2488.0,-0.397,7.0,4107.0,-0.585,13.0,1395.0,-0.66,18.0,872.0,-0.644,23.0,656.0,-0.661,35.0,588.0,0.301,31.0,,,,"[u'Ted Elliott', u'Alex Kurtzman', u'Roberto Orci', u'Terry Rossio']",The Legend of Zorro
99000000.0,,Fox,130178411.0,116054702.0,Animation,G,93,1165.0,-0.48,22.0,1462.0,0.136,27.0,868.0,-0.496,34.0,776.0,-0.273,40.0,581.0,-0.393,44.0,887.0,-0.064,47.0,14958.0,58289856.0,2,7138.0,-0.522,2.0,6955.0,-0.249,3.0,3516.0,-0.48,6.0,1506.0,-0.596,7.0,1311.0,-0.208,9.0,2181.0,-0.611,16.0,3061.0,-0.187,22.0,2004.0,-0.416,23.0,,The Peanuts Movie
110000000.0,[u'Rupert Sanders'],Paramount,40424932.0,128293169.0,Sci-Fi Action,PG-13,120,,,,,,,,,,,,,,,,,,,7042.0,24223450.0,3,3023.0,-0.571,5.0,1690.0,-0.653,11.0,1402.0,-0.645,19.0,1371.0,-0.512,24.0,885.0,-0.701,29.0,,,,,,,,,,,Ghost in the Shell (2017)
