budget,director,distributor,domestic_BO,foreign_BO,genre,rating,runtime,week_10_avg,week_10_change,week_10_rank,week_11_avg,week_11_change,week_11_rank,week_12_avg,week_12_change,week_12_rank,week_13_avg,week_13_change,week_13_rank,week_14_avg,week_14_change,week_14_rank,week_15_avg,week_15_change,week_15_rank,week_1_avg,week_1_gross,week_1_rank,week_2_avg,week_2_change,week_2_rank,week_3_avg,week_3_change,week_3_rank,week_4_avg,week_4_change,week_4_rank,week_5_avg,week_5_change,week_5_rank,week_6_avg,week_6_change,week_6_rank,week_7_avg,week_7_change,week_7_rank,week_8_avg,week_8_change,week_8_rank,week_9_avg,week_9_change,week_9_rank,writers,Title
99000000.0,,Fox,130178411.0,116054702.0,Animation,G,93,1165.0,-0.48,22.0,1462.0,0.136,27.0,868.0,-0.496,34.0,776.0,-0.273,40.0,581.0,-0.393,44.0,887.0,-0.064,47.0,14958.0,58289856.0,2,7138.0,-0.522,2,6955.0,-0.249,3,3516.0,-0.48,6,1506.0,-0.596,7,1311.0,-0.208,9,2181.0,-0.611,16.0,3061.0,-0.187,22.0,2004.0,-0.416,23.0,,The Peanuts Movie
110000000.0,[u'Rupert Sanders'],Paramount,40424932.0,128293169.0,Sci-Fi Action,PG-13,120,,,,,,,,,,,,,,,,,,,7042.0,24223450.0,3,3023.0,-0.571,5,1690.0,-0.653,11,1402.0,-0.645,19,1371.0,-0.512,24,885.0,-0.701,29,,,,,,,,,,,Ghost in the Shell (2017)
